ID,oldID,NAME,RESPONSE,PREFEC,DISTRICT,PRBLOCK,INCUMB,TERM,PARTY,SEX,AGE,RESULT,Q1,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q4_1,Q4_2,Q4_3,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_17,Q9_18,Q9_19,Q9_20,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q12
385,267,木原誠二,1,13,20,55,3,1,1,1,38,4,3,3,7,12,3,7,12,5,1,3,4,3,1,3,3,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,1,2,1,2,2,3,1,2,3,2,4,2,2,2,3,2,4,4,3,2,3,3,2,2,4,2,3,3,4,1,2,2,65,80,50,70,50,75,20,30,10,10,30,50,50,50,4
386,268,加藤公一,1,13,20,55,3,3,2,1,44,1,3,7,3,8,9,12,15,1,5,3,3,4,3,3,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,2,4,3,4,2,3,4,3,4,3,5,3,4,3,5,4,2,5,3,3,4,4,3,1,5,3,3,3,5,3,4,3,0,20,20,20,0,20,100,100,100,100,100,50,50,0,NA
387,269,池田真理子,1,13,20,55,1,0,4,2,54,4,4,8,9,6,6,8,14,1,2,3,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,2,5,5,1,1,1,5,4,3,5,3,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
388,911,阿部一之,1,13,20,NA,1,0,11,1,33,4,3,3,1,6,6,3,1,3,1,4,2,3,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,4,2,1,1,1,3,1,1,1,1,2,2,3,3,1,3,5,4,2,2,3,4,3,3,2,1,2,4,2,2,1,4,4,25,0,0,25,50,25,0,25,0,0,50,50,50,25,1
389,270,小川友一,1,13,21,55,3,1,1,1,62,4,1,3,7,13,13,6,12,5,1,3,4,2,1,3,3,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,1,2,2,1,1,1,2,1,1,3,2,3,2,2,2,2,2,4,5,4,3,2,3,1,1,1,2,3,3,2,2,2,4,80,80,50,50,80,80,30,30,10,10,50,40,50,50,4
390,271,長島昭久,1,13,21,55,3,2,2,1,46,1,3,3,4,8,1,6,11,5,3,1,3,4,3,3,2,2,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,2,1,2,3,2,1,2,1,3,3,4,4,2,4,4,1,4,4,3,3,4,3,1,4,1,3,2,2,1,4,4,75,50,25,50,25,75,100,100,100,100,100,75,75,0,5
391,272,星篤麿,1,13,21,NA,1,0,4,1,55,4,4,9,8,14,8,9,6,1,5,2,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,2,5,5,5,2,2,2,5,5,1,1,3,4,4,1,2,1,5,3,3,5,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
392,912,山本充志,1,13,21,NA,1,0,11,1,45,4,3,1,3,6,1,3,6,4,1,5,2,2,3,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,4,5,1,1,1,5,1,1,1,1,1,1,3,2,1,3,5,5,3,1,3,3,3,3,1,3,3,3,2,1,1,5,5,50,0,25,60,25,25,0,0,0,0,50,50,75,50,1
393,273,伊藤達也,1,13,22,55,3,5,1,1,47,4,2,4,15,13,4,15,13,5,3,1,4,3,1,3,3,3,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,2,2,1,4,1,2,3,3,3,4,3,1,4,3,4,4,4,3,5,5,3,2,1,2,3,2,5,2,4,4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA
394,274,山花郁夫,1,13,22,55,2,2,2,1,41,1,4,7,8,6,14,8,11,3,5,1,3,4,3,3,2,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,3,3,3,3,1,2,2,3,3,2,3,4,2,2,4,5,1,1,2,4,4,1,2,5,1,3,2,4,5,3,1,3,5,50,65,65,65,50,100,100,100,100,100,90,75,50,2
395,275,吉岡正史,1,13,22,NA,1,0,4,1,34,4,4,9,14,6,9,14,6,2,5,3,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,3,4,4,1,2,1,5,4,3,4,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
396,913,辻村智子,1,13,22,NA,1,0,11,2,36,4,4,3,1,6,3,6,14,1,3,4,2,3,3,3,3,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,3,4,2,1,1,1,3,1,3,1,1,3,1,4,3,3,3,5,3,3,1,4,4,1,3,2,1,3,3,2,2,1,5,4,20,0,0,50,50,50,0,0,0,0,5,50,50,20,1
397,276,伊藤公介,1,13,23,55,3,9,1,1,67,4,2,3,7,8,2,7,11,3,4,1,4,2,1,3,3,2,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,1,1,1,2,1,2,1,2,1,2,3,3,3,2,4,2,2,2,2,3,3,3,2,2,1,2,1,2,2,2,2,2,50,75,75,75,75,75,50,50,50,50,75,50,75,75,NA
398,277,櫛渕万里,1,13,23,55,1,0,2,2,41,1,3,12,6,9,1,11,6,1,3,5,3,4,3,3,2,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,3,4,4,5,1,5,2,4,5,3,4,3,4,4,5,4,2,2,3,5,5,2,1,2,5,5,2,4,4,4,4,2,2,15,10,10,5,10,95,95,95,95,80,50,50,50,3
399,278,古橋良恭,1,13,23,NA,1,0,4,1,47,4,4,8,3,9,8,3,9,1,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,5,5,5,5,1,2,2,5,5,1,1,3,5,5,1,1,1,5,3,3,5,5,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
400,914,松尾洋平,1,13,23,NA,1,0,11,1,30,4,4,15,3,6,15,6,14,4,3,1,2,3,3,3,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,5,3,1,1,1,3,1,2,1,1,2,3,4,2,4,3,5,5,4,1,3,3,5,3,2,1,2,4,2,3,1,5,4,35,0,30,45,55,25,0,0,0,0,45,45,65,25,1
401,279,萩生田光一,1,13,24,55,3,2,1,1,45,4,2,6,3,13,6,8,13,1,5,2,4,2,1,3,3,2,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,1,1,1,1,2,2,3,2,2,2,2,2,3,2,2,3,3,3,4,3,2,3,4,2,2,2,2,2,3,2,2,3,5,85,80,80,50,70,70,20,20,0,0,60,0,70,50,5
402,280,阿久津幸彦,1,13,24,55,2,2,2,1,52,1,4,13,7,6,1,15,12,3,5,1,3,4,3,2,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,5,1,1,3,2,4,3,1,4,1,2,3,3,4,2,5,3,5,4,1,3,4,3,4,3,2,1,5,2,3,4,4,2,2,3,0,25,25,0,0,25,80,80,80,100,80,50,50,0,4
403,281,長谷川暁,1,13,24,NA,1,0,4,1,36,4,4,9,6,14,9,6,14,3,2,1,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,3,4,4,1,2,1,5,3,3,5,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
404,915,小野沢智子,1,13,24,NA,1,0,11,2,55,4,4,1,3,6,6,3,2,1,3,4,2,3,3,3,3,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,4,3,1,1,1,1,1,1,1,1,1,1,4,2,3,3,5,4,2,1,2,5,1,3,2,2,4,3,5,2,1,4,5,20,10,30,20,30,30,10,10,5,5,10,30,40,40,1
405,282,井上信治,1,13,25,55,3,2,1,1,39,1,3,3,7,8,7,8,12,5,3,1,4,3,1,3,3,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,3,1,1,1,1,3,1,3,1,1,1,1,5,3,3,1,3,3,1,5,5,3,3,3,1,4,2,1,2,4,3,1,2,3,75,75,50,50,50,75,0,25,0,0,25,50,75,75,1
406,284,真砂太郎,1,13,25,55,1,0,6,1,52,4,2,3,9,10,1,15,14,1,5,4,2,1,3,3,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,1,1,1,2,4,2,2,1,1,1,3,3,2,1,2,4,3,5,4,1,4,5,2,1,1,3,1,1,3,1,4,3,0,50,75,60,10,50,70,80,60,75,78,60,30,30,1
407,283,鈴木治,1,13,25,NA,1,0,4,1,52,4,4,3,7,9,3,7,9,1,3,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,2,5,5,5,2,2,2,5,5,1,1,2,4,4,1,2,1,5,3,2,5,5,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
408,916,小鮒将人,1,13,25,NA,1,0,11,1,41,4,4,3,15,4,3,6,15,4,3,1,2,3,3,3,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,2,1,1,1,3,1,1,1,1,2,2,4,1,2,4,5,5,2,1,3,3,3,4,1,1,2,3,2,1,1,4,2,10,10,10,75,50,50,50,50,0,0,75,75,75,10,1
409,1121,鈴木泰,1,13,25,NA,1,0,12,1,49,4,3,12,15,7,15,12,6,2,5,NA,2,2,2,2,2,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,1,1,2,1,4,2,2,3,3,4,5,4,4,4,5,2,1,2,3,4,3,1,2,4,1,1,1,5,2,2,2,20,20,50,40,30,70,100,80,80,70,70,50,50,50,2
410,285,松本純,1,14,1,54,3,3,1,1,58,3,1,3,8,13,8,7,13,3,5,2,4,3,1,3,3,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,5,1,2,3,1,2,1,2,1,2,2,3,4,1,4,1,4,2,5,5,2,3,3,3,2,1,1,2,3,4,2,2,4,3,100,75,75,75,75,75,0,25,0,0,25,25,50,50,4
411,286,中林美恵子,1,14,1,54,1,0,2,2,48,1,3,12,15,9,15,12,8,3,5,1,3,4,3,3,2,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,3,3,3,3,2,5,2,3,3,2,5,4,4,4,4,3,1,3,3,3,3,4,2,1,4,2,2,3,5,NA,4,5,25,25,25,25,25,25,100,100,100,100,100,75,60,25,4
412,287,香西亮子,1,14,1,NA,1,0,4,2,34,4,4,15,9,14,15,9,14,1,2,3,3,3,3,4,3,3,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,5,3,5,5,1,5,2,2,5,5,5,2,2,3,4,5,1,1,3,5,5,1,2,1,5,3,3,5,3,5,2,4,10,10,10,10,10,10,25,25,25,25,25,25,25,25,2
413,1120,山本誠一,1,14,1,NA,1,0,12,1,NA,4,2,4,12,2,9,6,14,3,4,5,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,3,5,1,1,1,1,1,2,5,3,5,5,1,5,5,4,1,2,5,1,5,5,1,5,1,5,2,4,5,100,55,45,45,30,30,45,75,50,55,55,45,70,0,3
414,288,菅義偉,1,14,2,54,3,4,1,1,60,1,2,3,13,12,13,7,3,3,5,2,4,3,1,3,3,3,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,5,1,2,3,1,2,1,2,1,1,1,2,5,3,3,1,4,2,5,5,2,2,3,3,2,1,1,2,3,4,2,1,4,3,80,60,0,60,60,80,0,20,0,0,20,20,80,60,3
415,289,三村和也,1,14,2,54,1,0,2,1,33,3,4,12,7,8,12,4,1,5,3,NA,3,4,3,3,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,5,1,2,1,2,1,1,1,2,5,2,5,5,5,5,1,3,1,5,3,5,1,1,5,2,3,4,5,1,3,2,0,50,50,50,50,50,100,100,100,100,100,50,50,25,4
416,290,高山修,1,14,2,NA,1,0,4,1,53,4,3,8,7,14,8,14,3,2,1,5,3,3,3,4,3,3,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,5,3,5,5,1,5,2,2,5,5,5,1,2,3,5,5,1,1,2,5,5,1,1,1,5,3,3,5,4,5,2,4,0,0,0,0,0,0,30,30,0,30,30,10,25,10,2
417,291,小此木八郎,1,14,3,54,3,5,1,1,43,4,3,6,8,15,6,15,15,1,3,5,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,2,2,3,1,1,1,2,1,2,1,2,4,3,2,2,4,2,3,4,3,3,3,4,3,5,2,1,3,2,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
418,292,岡本英子,1,14,3,54,1,0,2,2,44,1,4,7,8,2,15,7,8,1,2,5,3,4,3,3,2,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,3,3,3,3,1,5,1,3,3,1,5,3,3,1,5,5,5,3,2,3,4,4,2,2,4,2,3,4,4,3,1,3,0,50,60,0,0,10,100,100,100,80,50,50,20,0,2
419,293,古谷靖彦,1,14,3,54,1,0,4,1,37,4,3,8,9,3,8,9,14,1,2,3,3,3,3,4,3,3,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,2,1,5,3,5,5,1,5,2,2,5,5,5,1,2,2,5,5,1,1,2,5,5,1,1,2,5,3,3,5,4,5,2,4,0,25,10,0,0,10,49,49,25,49,25,25,50,50,2
420,1127,加藤正法,1,14,3,54,1,0,7,1,40,4,3,12,11,4,4,11,12,5,4,1,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,4,1,3,3,1,3,2,2,3,2,4,2,4,4,5,5,3,4,4,4,4,5,2,2,5,2,3,4,4,3,2,2,20,25,25,25,25,35,70,65,50,55,70,100,100,60,4
421,877,徳島正浩,1,14,3,NA,1,0,11,1,44,4,3,15,3,6,6,NA,NA,3,4,5,2,3,3,3,3,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,5,1,1,1,1,1,1,5,3,2,3,5,5,1,1,1,5,5,2,3,2,2,3,1,3,1,4,5,25,15,10,75,75,50,5,1,1,1,55,10,30,5,5
422,1125,山下浩一郎,1,14,3,NA,1,0,12,1,57,4,4,2,7,6,2,4,7,1,5,2,3,2,3,3,3,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,4,1,1,1,1,2,1,4,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,1,5,1,3,3,3,4,2,4,0,0,10,0,0,0,50,30,0,25,25,25,25,0,5
423,294,林潤,1,14,4,54,3,1,1,1,36,4,2,7,8,3,7,8,14,5,1,2,4,2,1,3,3,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,4,1,1,1,1,1,1,2,1,1,2,2,3,3,3,2,3,2,3,5,3,3,1,4,4,2,2,1,2,2,5,1,2,4,80,70,65,70,50,85,25,30,20,10,50,50,70,70,5
424,295,長島一由,1,14,4,54,1,0,2,1,41,1,3,7,2,12,13,2,12,5,3,4,3,4,3,3,2,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,4,3,3,1,3,3,3,4,4,4,2,4,4,4,3,2,3,3,3,4,3,2,2,5,2,3,4,2,4,3,3,0,0,0,0,0,0,100,100,100,100,100,25,75,25,3
425,1099,浅尾慶一郎,1,14,4,54,1,0,7,1,45,3,3,3,4,9,1,4,7,2,1,5,3,2,3,3,2,2,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,3,1,3,3,2,2,2,2,3,2,3,3,3,2,4,3,2,3,3,3,3,3,2,1,3,3,3,4,4,1,5,3,35,35,35,40,40,35,75,65,60,70,75,90,65,25,5
426,878,小原真理,1,14,4,NA,1,0,11,2,49,4,4,14,3,15,6,NA,NA,3,4,5,3,3,3,3,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,3,3,1,1,1,1,1,1,1,1,1,1,5,1,1,3,5,3,3,1,1,5,3,4,3,1,1,4,5,5,1,5,3,0,0,0,50,50,50,0,0,0,0,50,75,75,75,1
427,1089,伊藤航平,1,14,4,NA,1,0,12,1,26,4,4,14,12,6,12,6,8,2,3,4,3,2,3,2,2,3,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,3,1,5,1,3,5,1,5,3,5,5,5,5,3,1,3,4,5,1,1,3,5,5,3,1,4,5,3,1,5,1,5,1,5,0,0,0,0,0,10,0,1,0,10,1,50,10,10,3
428,296,坂井学,1,14,5,54,3,1,1,1,43,4,1,13,1,15,11,13,6,5,1,NA,4,3,1,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,2,2,1,2,1,2,3,2,1,1,3,3,3,3,3,3,3,3,2,4,2,3,3,5,1,1,3,2,3,3,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
429,297,田中慶秋,1,14,5,54,2,5,2,1,70,1,3,3,12,7,3,12,7,3,1,4,3,4,3,3,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,1,1,4,2,2,3,1,3,1,3,3,3,4,2,3,2,4,5,1,2,5,2,4,3,2,1,2,2,2,1,3,1,1,2,0,0,25,25,25,25,100,100,75,75,50,25,25,0,2
430,298,岩崎広,1,14,5,NA,1,0,4,1,62,4,4,9,8,3,9,8,3,1,2,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,2,5,5,5,1,2,3,4,5,1,1,2,5,5,1,1,2,5,3,3,5,4,5,2,4,0,0,0,0,0,0,25,25,25,25,25,25,10,10,2
431,879,門守隆,1,14,5,NA,1,0,11,1,40,4,3,15,1,14,1,15,14,3,5,4,1,2,3,3,3,2,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,3,1,5,1,1,1,1,5,1,2,1,1,2,1,3,2,5,2,5,3,5,1,2,2,4,3,1,2,2,3,1,4,1,4,4,75,0,75,75,25,50,0,50,25,50,75,75,75,25,1
432,299,池田元久,1,14,6,54,3,5,2,1,68,1,4,12,3,9,15,2,1,1,5,2,3,4,3,3,2,2,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,5,1,1,3,4,2,5,1,5,1,2,4,3,5,3,4,3,5,5,1,3,5,5,5,5,1,1,5,1,3,4,3,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,301,藤井美登里,1,14,6,54,1,0,4,2,53,4,4,3,9,8,6,8,11,1,2,5,3,3,3,4,3,3,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,5,3,5,5,1,5,2,2,5,5,4,2,2,2,4,5,1,1,2,5,5,1,2,2,5,3,3,5,4,5,2,4,10,10,10,10,20,20,20,20,15,25,20,15,10,10,2
434,300,上田勇,1,14,6,NA,3,5,3,1,50,4,2,3,8,12,15,15,12,5,1,2,1,3,4,3,3,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,3,2,2,4,1,3,1,2,3,2,5,3,3,1,5,2,4,1,2,4,5,1,2,3,1,4,2,4,4,1,4,3,40,50,50,70,70,70,10,60,20,20,60,60,40,10,3
435,880,寺島博也,1,14,6,NA,1,0,11,1,47,4,4,1,3,4,1,3,4,4,3,2,2,3,3,3,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,5,4,1,1,1,5,1,2,1,1,1,2,4,4,2,3,5,4,1,1,3,5,4,2,1,1,3,4,2,4,1,5,3,25,0,0,25,25,25,0,0,0,0,25,50,50,50,1
436,302,鈴木馨祐,1,14,7,54,3,1,1,1,31,4,3,12,2,6,1,11,4,5,4,3,4,2,1,3,3,3,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,1,1,1,2,1,1,3,1,1,1,1,1,2,3,5,5,5,2,2,5,2,2,3,4,3,1,1,1,4,1,3,1,3,2,80,70,50,60,50,50,30,60,10,15,60,40,60,50,4
437,303,首藤信彦,1,14,7,54,2,2,2,1,63,1,4,3,15,1,1,6,10,3,2,5,3,4,3,3,2,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,2,1,2,4,1,5,1,4,4,3,5,2,3,2,5,2,1,2,3,3,4,3,2,1,5,2,4,5,5,4,3,3,0,25,0,0,0,0,75,75,70,80,60,50,40,0,3
438,881,石井諭,1,14,7,NA,1,0,11,1,49,4,4,1,3,14,6,3,1,4,3,1,2,3,3,3,3,3,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,3,1,1,1,1,3,1,1,1,1,1,1,4,3,3,3,5,5,3,1,3,3,1,3,1,3,3,5,1,1,1,5,1,0,0,25,25,0,25,0,25,0,0,50,50,25,25,1
439,304,福田峰之,1,14,8,54,3,1,1,1,44,4,3,12,13,6,15,13,6,1,5,3,4,2,1,3,3,3,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3,1,1,1,4,1,2,1,3,1,2,2,1,4,2,4,2,4,3,1,4,4,3,3,4,2,1,1,2,2,4,2,1,3,3,50,50,25,50,50,50,50,50,50,50,50,25,50,50,4
440,1095,山崎誠,1,14,8,54,1,0,2,1,46,3,4,12,3,13,13,11,15,1,3,5,3,4,3,3,2,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3,1,2,4,3,4,4,1,5,3,4,3,4,3,3,3,3,4,3,2,2,3,5,4,4,1,2,5,3,2,3,2,4,3,2,0,70,50,50,50,50,90,95,90,70,90,40,70,10,2
441,305,江田憲司,1,14,8,54,3,2,7,1,52,1,3,3,12,15,12,1,15,5,1,3,3,1,2,3,2,2,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,1,2,3,1,3,1,2,5,2,3,3,4,2,5,4,1,3,2,3,3,4,2,1,5,2,2,3,4,3,4,3,0,40,40,60,40,50,60,80,40,80,40,80,70,25,3
442,882,小島祐行,1,14,8,NA,1,0,11,1,39,4,4,15,3,12,8,3,12,1,3,5,2,3,3,3,3,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,1,1,1,2,1,3,1,1,2,2,3,2,3,3,5,4,3,1,3,4,3,3,4,2,2,3,2,2,2,5,5,10,0,50,60,10,10,0,0,0,0,0,25,50,25,3
443,1116,中山展宏,1,14,9,54,1,0,1,1,40,4,1,3,7,2,2,7,3,3,2,5,4,2,1,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,1,NA,2,1,2,2,3,1,2,2,1,3,3,2,2,2,3,4,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
444,306,笠浩史,1,14,9,54,3,2,2,1,43,1,3,12,6,7,6,12,13,3,1,5,3,4,3,3,2,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,3,1,2,1,3,1,1,2,1,3,2,4,3,5,4,1,5,3,3,3,4,2,1,4,2,3,2,3,2,4,4,25,25,25,25,25,25,90,90,90,75,90,50,75,10,5
445,307,利根川武矩,1,14,9,NA,1,0,4,1,65,4,3,3,15,9,3,15,9,1,5,3,3,3,3,4,3,3,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,2,1,5,3,5,5,1,5,2,2,5,5,5,2,2,3,4,5,1,1,3,5,5,1,2,2,5,3,3,5,3,5,2,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2
446,883,小口裕嗣,1,14,9,NA,1,0,11,1,32,4,4,3,1,15,3,1,6,4,3,1,2,2,3,3,3,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4,5,1,1,1,1,3,1,1,1,1,1,1,5,4,5,2,5,5,2,1,1,5,2,3,5,1,3,5,1,3,1,5,5,8,5,10,7,40,30,0,2,0,0,10,40,50,25,1
447,1093,須藤教成,1,14,9,NA,1,0,12,1,29,4,4,15,15,1,15,3,2,1,5,2,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,3,1,1,1,1,1,1,3,5,1,1,5,5,5,3,3,3,5,5,5,5,3,5,5,5,1,1,5,2,3,1,3,5,3,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3
448,308,田中和徳,1,14,10,54,3,4,1,1,59,3,2,3,NA,NA,2,NA,NA,1,3,5,4,2,1,3,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,3,1,2,2,2,1,2,2,2,3,3,3,1,3,3,3,2,2,2,3,4,2,2,2,3,3,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
449,309,城島光力,1,14,10,54,2,3,2,1,62,1,4,9,3,7,9,7,3,5,2,3,NA,4,NA,NA,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,3,2,3,3,1,3,2,2,4,3,5,2,3,3,4,5,2,2,2,5,4,4,2,1,5,3,3,5,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
450,310,笠木隆,1,14,10,54,1,0,4,1,62,4,4,9,6,14,6,14,9,2,5,1,3,3,3,4,3,3,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,1,5,3,5,5,1,5,2,2,5,5,4,2,2,2,4,5,1,1,3,5,5,1,2,2,5,3,3,5,4,5,2,4,0,0,0,0,0,0,25,25,25,25,25,25,25,25,3
