ID,oldID,NAME,RESPONSE,PREFEC,DISTRICT,PRBLOCK,INCUMB,TERM,PARTY,SEX,AGE,RESULT,Q1,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q4_1,Q4_2,Q4_3,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_17,Q9_18,Q9_19,Q9_20,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q12
1,1,長谷川岳,1,1,1,51,1,0,1,1,37,4,3,6,11,3,15,11,6,5,3,2,4,3,1,3,3,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,3,2,2,2,1,5,1,3,3,1,4,3,2,3,3,2,1,2,2,3,3,3,1,3,3,2,3,2,2,2,4,4,50,50,50,50,50,50,25,25,0,25,25,50,50,50,4
2,2,横路孝弘,1,1,1,51,3,9,2,1,67,1,4,15,9,3,15,9,14,3,4,5,NA,4,NA,NA,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4,1,2,5,5,5,5,1,5,2,3,5,4,5,2,4,2,3,2,1,1,4,5,5,2,1,2,4,3,1,3,4,4,3,4,25,50,25,25,50,50,80,80,80,80,50,50,20,10,3
3,3,松井秀明,1,1,1,NA,1,0,4,1,40,4,4,9,8,14,9,8,14,1,2,5,3,3,3,4,3,3,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,NA,NA,1,5,NA,5,5,1,5,2,5,5,5,5,1,1,3,2,5,5,1,2,5,5,1,3,3,5,4,3,5,3,4,1,3,0,0,0,0,0,0,25,25,25,25,25,0,0,0,2
4,798,高元和枝,1,1,1,NA,1,0,11,2,59,4,3,3,14,15,3,14,15,1,3,4,2,3,3,3,3,3,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,3,1,1,1,1,4,1,1,1,1,2,2,4,3,1,2,5,3,5,1,3,3,5,4,1,1,2,2,1,1,1,5,5,0,0,0,15,0,0,0,0,0,0,15,50,50,20,1
5,4,吉川貴盛,1,1,2,51,3,3,1,1,58,4,NA,3,8,13,3,8,13,5,3,1,4,3,2,3,3,2,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,4,1,3,2,2,2,1,3,1,2,4,3,3,2,2,2,2,3,4,3,3,3,4,4,3,3,3,2,3,2,2,1,2,3,50,80,100,50,80,80,0,0,0,0,50,50,60,70,4
6,5,三井辨雄,1,1,2,51,3,3,2,1,66,1,4,8,7,3,8,7,3,3,1,5,3,4,3,NA,NA,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,1,1,4,3,2,5,1,4,3,2,4,3,4,3,3,2,5,3,1,2,3,4,3,3,1,1,4,2,3,5,3,4,3,4,NA,NA,NA,NA,NA,NA,100,100,100,100,100,NA,NA,NA,2
7,6,岡千陽,1,1,2,51,1,0,4,2,45,4,3,3,14,9,8,5,14,2,3,5,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3,2,1,5,3,5,5,1,5,2,5,5,5,5,1,1,3,5,5,5,1,2,5,5,1,3,3,5,4,3,5,4,4,1,3,0,0,0,0,0,10,50,50,50,50,50,50,50,50,3
8,7,本田由美,1,1,2,51,1,0,5,2,30,4,4,9,11,4,9,11,14,5,4,2,3,2,3,2,4,2,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1,2,3,3,4,5,1,5,4,5,5,5,5,3,2,2,4,5,1,2,2,5,5,1,2,2,5,5,3,5,5,4,1,3,0,0,0,0,0,0,0,0,0,51,0,0,0,0,2
9,799,山本志美,1,1,2,NA,1,0,11,2,42,4,4,1,3,12,1,3,12,1,3,4,2,3,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,5,1,1,1,1,2,1,1,1,1,3,3,5,4,4,3,5,5,3,1,3,3,3,5,2,1,3,3,3,4,1,5,5,10,0,0,50,5,10,0,0,0,0,0,10,50,20,1
10,8,石崎岳,1,1,3,51,3,3,1,1,53,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,3,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,NA,1,3,1,3,1,2,2,2,5,3,3,NA,NA,NA,5,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,9,荒井聰,1,1,3,51,2,4,2,1,62,1,4,7,1,9,5,1,7,3,4,5,3,4,3,2,2,2,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,3,5,2,4,1,4,3,3,5,3,5,2,2,3,4,4,1,1,3,4,4,2,3,2,4,3,2,5,2,2,2,3,0,25,50,0,0,25,100,100,100,100,80,50,50,25,5
12,800,森山佳則,1,1,3,NA,1,0,11,1,42,4,4,1,3,14,1,3,14,4,3,2,2,3,3,3,3,3,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,3,1,1,1,1,4,1,1,1,1,2,2,4,3,1,2,5,3,5,1,3,3,5,4,1,1,2,2,1,1,1,5,5,25,0,0,25,10,25,0,0,0,0,25,50,50,50,NA
13,10,宮本融,1,1,4,51,1,0,1,1,43,4,2,3,8,6,12,11,4,3,5,2,4,2,1,3,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,1,2,3,3,2,1,2,1,3,4,3,3,1,3,3,2,5,3,4,4,2,3,2,2,4,4,4,4,2,4,4,70,75,40,60,55,80,30,50,25,25,55,40,50,45,4
14,11,鉢呂吉雄,1,1,4,51,3,6,2,1,60,1,3,9,7,5,5,1,6,3,4,2,3,4,2,2,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,1,5,5,5,5,1,5,2,5,3,3,4,2,2,2,3,3,1,1,4,5,4,3,2,1,4,3,2,5,5,3,2,2,25,25,25,25,25,25,100,100,100,100,75,50,50,50,3
15,801,鶴見俊蔵,1,1,4,NA,1,0,11,1,55,4,4,1,3,14,1,3,14,1,2,3,3,3,3,3,3,3,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,5,1,1,1,1,5,1,1,1,1,1,2,5,4,4,2,5,5,1,1,3,5,3,3,1,1,3,5,1,5,1,5,5,10,10,10,10,10,30,10,10,10,10,20,50,50,50,1
16,12,町村信孝,1,1,5,51,3,8,1,1,64,3,2,3,8,6,3,6,1,5,3,1,4,2,1,3,3,2,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,1,1,2,1,1,4,3,2,1,3,1,4,5,5,2,3,5,2,3,1,1,3,2,4,1,2,5,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
17,13,小林千代美,1,1,5,51,2,1,2,2,40,1,4,3,9,8,3,8,11,1,3,5,3,4,3,2,2,2,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,4,1,1,5,4,5,5,1,5,2,5,5,5,5,1,3,2,3,5,1,1,3,5,5,1,1,1,5,4,3,5,5,4,2,4,0,0,0,0,0,0,90,90,90,90,90,50,50,0,3
18,802,畑野泰紀,1,1,5,NA,1,0,11,1,42,4,3,3,14,15,NA,NA,NA,4,3,5,3,3,3,3,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,4,2,1,1,1,3,1,2,1,1,2,1,3,3,2,3,5,5,2,1,3,4,2,2,2,1,2,3,2,4,1,5,4,25,25,25,25,40,40,0,0,0,0,0,40,50,50,1
19,14,今津寛,1,1,6,51,3,4,1,1,62,4,2,3,5,8,15,5,15,1,2,5,4,2,1,3,3,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,2,2,2,1,1,1,2,2,2,1,1,3,3,1,1,1,3,4,5,3,3,3,3,2,3,1,2,2,3,3,1,2,3,90,80,70,50,75,80,10,0,0,0,10,50,50,50,3
20,15,佐々木隆博,1,1,6,51,3,1,2,1,59,1,4,7,8,5,5,8,13,3,NA,NA,3,4,3,3,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,3,5,5,3,1,5,2,2,5,5,5,3,3,2,3,5,1,2,3,5,3,1,2,1,5,1,2,5,4,2,2,3,20,30,40,30,25,25,90,90,90,90,75,60,60,25,4
21,16,荻生和敏,1,1,6,51,1,0,4,1,59,4,3,3,9,8,3,9,14,3,2,1,3,3,3,4,3,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,5,3,5,5,1,5,4,5,5,5,5,3,2,3,4,5,5,1,4,5,5,2,3,1,5,5,3,5,4,4,2,3,10,10,10,10,10,10,50,50,25,50,30,10,10,10,2
22,803,武田慎一,1,1,6,NA,1,0,11,1,42,4,4,15,3,12,15,3,10,4,1,3,3,3,3,3,3,3,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,2,5,1,1,1,1,5,1,1,1,1,1,1,4,3,1,5,5,5,2,1,1,5,5,5,1,2,1,5,2,2,1,5,5,10,0,30,50,60,50,10,20,0,0,60,60,60,40,1
23,17,伊東良孝,1,1,7,51,1,0,1,1,60,1,2,5,8,3,12,5,8,1,5,2,4,2,1,3,3,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,3,2,2,2,2,3,1,2,2,3,4,2,2,2,2,3,3,4,2,3,3,5,2,3,2,1,2,3,3,3,2,4,60,65,65,50,75,80,40,35,30,30,45,60,60,60,2
24,18,仲野博子,1,1,7,51,3,2,2,2,49,3,4,NA,NA,NA,5,7,15,3,2,1,3,4,3,3,2,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,5,5,5,5,1,5,2,5,5,5,5,1,1,1,1,5,1,1,4,5,4,4,3,2,3,4,3,5,5,5,1,5,0,0,0,0,0,0,100,100,100,100,100,50,50,50,2
25,804,金成幸子,1,1,7,NA,1,0,11,2,50,4,4,1,3,14,NA,NA,NA,1,NA,NA,2,3,3,3,3,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1,3,1,1,1,1,2,1,3,2,1,2,5,5,3,1,3,3,3,4,2,3,3,3,3,2,2,4,4,25,0,25,25,25,25,0,0,0,0,0,50,50,25,1
26,19,福島啓史郎,1,1,8,51,1,0,1,1,62,4,2,9,7,8,4,5,1,5,3,1,4,3,1,3,3,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,3,1,1,1,1,1,5,3,2,3,2,5,3,5,2,3,3,5,3,1,1,1,3,5,3,1,2,4,50,60,60,70,50,50,0,0,0,0,0,0,0,0,2
27,20,逢坂誠二,1,1,8,51,3,1,2,1,49,1,3,15,13,12,15,13,12,3,4,1,3,4,3,3,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,2,3,3,3,1,3,1,3,3,3,4,3,3,3,2,4,2,2,2,2,3,2,2,3,3,3,4,3,5,2,2,4,50,50,50,50,50,50,100,100,100,100,100,80,80,60,4
28,805,西野晃,1,1,8,NA,1,0,11,1,32,4,3,3,14,9,3,14,9,4,1,3,2,2,2,2,2,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,4,2,1,1,1,4,1,2,2,1,2,2,4,2,4,3,5,4,2,1,5,4,4,4,2,2,3,3,2,3,2,4,4,40,50,50,50,50,40,40,50,40,50,50,50,50,50,1
29,21,佐藤健治,1,1,8,NA,1,0,12,1,51,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,5,NA,NA,1,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,22,川畑悟,1,1,9,51,1,0,1,1,37,4,2,4,5,6,6,4,9,1,5,3,4,2,1,3,3,2,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,2,3,2,2,1,1,2,2,3,4,2,1,2,3,4,4,3,3,4,4,2,2,2,1,2,1,2,1,1,5,70,75,60,65,65,80,45,55,50,40,65,70,80,75,5
31,23,鳩山由紀夫,1,1,9,NA,3,7,2,1,61,1,4,3,12,13,13,12,14,1,3,4,3,4,3,3,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,3,3,1,3,1,5,1,5,4,3,5,2,3,3,5,5,3,2,3,4,3,3,2,1,5,3,2,5,3,2,3,2,25,25,50,25,25,25,NA,100,100,100,100,75,75,25,2
32,24,佐藤昭子,1,1,9,51,1,0,4,2,65,4,4,9,8,14,9,8,14,1,2,5,3,3,3,4,3,3,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,3,2,1,5,3,5,5,1,5,2,5,5,5,5,1,1,3,2,5,5,1,2,5,5,1,3,3,5,4,3,5,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
33,806,里村英一,1,1,9,NA,1,0,11,1,49,4,4,15,3,4,15,3,1,1,3,4,2,3,3,3,3,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,3,3,1,1,1,1,4,1,2,1,1,2,3,3,3,4,3,5,5,5,1,5,3,4,5,1,1,4,3,2,3,1,5,4,25,5,5,50,20,20,0,0,0,0,60,50,50,50,1
34,25,飯島夕雁,1,1,10,51,3,1,1,2,44,4,2,3,5,15,5,15,6,NA,NA,NA,4,2,1,3,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,NA,NA,1,2,3,2,1,1,1,1,5,3,2,1,2,3,3,5,4,2,3,5,4,2,2,2,2,2,3,2,2,3,80,70,50,60,60,70,0,0,0,0,25,40,50,50,NA
35,26,小平忠正,1,1,10,51,3,6,2,1,66,1,4,NA,5,NA,5,15,8,1,3,NA,3,4,3,3,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,3,3,3,3,1,3,1,2,3,2,4,2,2,2,4,4,1,3,3,4,3,3,3,4,3,3,2,4,4,2,2,3,0,50,60,25,50,50,100,80,70,70,80,50,50,50,2
36,807,大林誠,1,1,10,NA,1,0,11,1,36,4,4,14,3,15,NA,NA,NA,4,3,1,2,3,3,3,3,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,4,1,1,1,1,1,1,5,2,1,1,2,4,3,4,2,5,5,5,1,3,3,3,3,4,1,3,3,5,5,1,5,2,25,0,0,50,50,25,0,0,0,0,25,50,75,25,1
37,27,中川昭一,1,1,11,51,3,8,1,1,55,4,2,3,2,5,3,2,5,2,5,3,4,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,5,4,2,2,5,2,3,1,2,2,2,1,2,2,5,95,80,40,20,30,55,0,0,5,0,10,40,50,50,4
38,28,石川知裕,1,1,11,51,3,1,2,1,35,1,3,7,5,3,5,11,13,1,3,4,3,4,3,3,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,2,5,5,5,3,1,5,3,5,5,2,5,2,2,3,5,5,1,2,3,5,5,3,2,4,4,3,3,5,3,5,3,4,50,50,50,50,50,50,100,100,100,100,100,75,75,50,4
39,29,渡辺紫,1,1,11,51,1,0,4,2,60,4,4,9,8,14,9,8,14,1,2,5,3,3,3,4,3,3,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,3,2,1,5,3,5,5,1,5,2,5,5,5,5,1,1,3,2,5,5,1,2,5,5,1,3,3,5,4,3,5,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
40,30,武部勤,1,1,12,51,3,7,1,1,67,3,2,8,5,6,3,5,13,4,1,3,4,2,1,3,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,2,2,2,4,3,1,2,2,3,1,3,1,2,3,4,2,3,1,2,3,2,2,2,2,3,50,75,50,75,75,75,50,50,10,10,60,60,60,60,4
41,31,松木謙公,1,1,12,51,3,2,2,1,49,1,3,5,8,7,15,8,5,NA,NA,NA,3,4,3,3,2,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,5,5,4,4,1,5,5,2,4,3,5,1,2,1,3,5,1,4,4,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
42,808,笠松長麿,1,1,12,NA,1,0,11,1,56,4,4,1,3,14,1,3,14,3,4,NA,3,3,3,3,3,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,5,2,5,5,5,1,3,5,5,3,1,1,1,4,2,1,1,4,5,25,10,10,10,10,55,0,0,0,0,0,75,NA,50,1
43,32,横山北斗,1,2,1,52,3,1,2,1,45,1,3,5,8,9,5,6,15,1,5,3,3,4,3,3,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,1,1,1,3,5,1,1,3,1,1,4,1,4,2,3,3,3,3,1,5,2,3,2,2,3,3,5,3,3,4,1,3,1,1,0,0,0,0,0,0,100,100,100,100,0,0,0,0,2
44,33,吉俣洋,1,2,1,52,1,0,4,1,34,4,4,4,9,14,9,5,8,2,3,5,3,3,3,4,3,3,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2,3,1,5,3,5,5,1,5,2,5,5,5,5,2,3,3,4,5,3,1,3,4,4,1,3,2,5,3,3,5,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
45,34,渡辺英彦,1,2,1,52,1,0,5,1,68,4,4,9,8,7,7,5,6,1,2,5,3,2,3,3,4,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,3,3,5,5,1,5,2,5,5,5,5,1,2,3,2,5,1,1,3,5,5,1,2,1,5,3,1,4,4,5,2,3,0,50,50,50,50,50,50,50,50,50,50,50,50,50,2
46,809,上田一博,1,2,1,NA,1,0,11,1,59,4,3,3,1,14,3,11,12,1,3,4,2,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,5,1,1,1,1,NA,1,1,1,1,1,1,4,1,5,2,5,5,1,1,3,4,5,3,1,1,2,4,4,2,1,5,5,30,25,60,55,65,56,10,40,10,25,30,75,70,50,1
47,35,升田世喜男,1,2,1,NA,1,0,12,1,51,4,3,5,9,7,13,11,5,1,5,4,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,4,3,1,1,1,1,1,2,4,1,1,1,1,3,2,2,1,2,5,1,5,4,2,3,4,2,4,4,2,2,4,1,1,1,2,30,30,65,30,30,40,40,40,30,40,30,60,75,50,3
48,1094,津島淳,1,2,1,NA,1,0,12,1,42,4,3,3,9,5,9,5,11,1,3,2,4,3,1,3,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,4,3,1,3,1,2,1,1,1,1,4,3,1,1,2,3,5,4,4,2,3,4,2,3,3,2,2,4,5,3,2,4,75,50,50,25,25,75,NA,NA,NA,NA,NA,NA,NA,NA,5
49,36,江渡聡徳,1,2,2,52,3,3,1,1,53,1,2,3,9,5,5,15,15,1,3,2,4,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,2,2,3,1,1,1,2,1,1,1,2,4,2,1,1,1,1,3,4,3,2,2,4,3,4,1,2,2,4,2,1,3,4,80,80,70,60,70,70,20,10,10,20,35,25,20,25,5
50,37,中野渡詔子,1,2,2,52,1,0,2,2,38,3,3,5,9,15,15,9,5,1,5,3,3,4,3,3,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,1,3,1,4,1,1,3,1,2,3,3,5,5,3,3,5,4,2,1,4,4,3,5,2,1,5,1,3,5,5,4,2,5,50,50,50,50,50,50,100,100,100,99,99,50,50,50,2
51,810,森光浄,1,2,2,NA,1,0,11,1,59,4,NA,1,3,14,1,3,14,1,3,4,2,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,3,3,2,1,1,1,4,1,1,1,1,1,3,3,3,1,3,5,3,3,2,3,3,3,3,3,2,1,2,3,2,1,4,4,50,50,60,50,60,50,10,10,10,10,30,60,60,60,1
52,1087,熊谷ヒサ子,1,2,2,NA,1,0,12,2,61,4,4,5,3,13,5,6,11,5,1,2,3,3,3,3,3,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,4,3,2,3,2,3,2,3,2,2,2,3,2,4,2,1,1,1,2,2,2,3,2,4,3,2,4,4,2,5,1,4,2,2,4,0,50,49,60,70,70,50,50,40,40,60,60,60,70,2
53,38,大島理森,1,2,3,52,3,8,1,1,62,1,2,NA,NA,NA,3,6,13,NA,NA,NA,4,NA,1,NA,NA,NA,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,5,1,2,1,3,1,1,3,NA,4,2,1,1,1,NA,5,3,2,1,3,5,2,3,1,3,2,2,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
54,39,田名部匡代,1,2,3,52,3,2,2,2,39,3,3,12,9,8,15,8,9,3,2,4,NA,4,NA,NA,NA,NA,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,1,1,3,2,4,2,1,3,1,2,4,2,4,3,3,3,4,3,1,2,3,4,4,4,2,2,5,3,3,3,3,4,3,4,50,50,50,50,50,50,100,100,100,100,100,50,50,50,3
55,811,中西修二,1,2,3,NA,1,0,11,1,62,4,4,9,3,14,3,11,9,3,4,1,2,3,3,3,3,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,3,3,1,1,1,1,1,1,1,1,1,2,3,3,5,3,5,5,2,2,4,3,2,3,1,2,3,5,1,1,1,3,1,25,25,50,50,25,50,0,50,0,0,25,50,75,50,1
56,40,木村太郎,1,2,4,52,3,4,1,1,43,1,2,3,5,7,5,13,15,1,5,3,4,3,1,3,3,3,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,1,2,2,1,1,1,3,1,2,2,2,3,2,2,1,2,3,3,3,3,3,3,4,3,3,2,2,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,41,津島恭一,1,2,4,52,2,2,2,1,54,3,4,5,7,3,5,6,12,1,3,4,3,4,3,3,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,5,3,3,3,1,1,1,2,1,4,2,2,1,2,5,1,3,3,2,3,5,2,1,1,1,1,5,2,2,1,3,0,0,60,0,0,0,100,100,100,100,100,50,0,0,2
58,812,石田昭弘,1,2,4,NA,1,0,11,1,50,4,3,1,3,14,15,NA,NA,4,3,2,2,3,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,5,1,1,1,1,4,1,3,1,1,3,1,4,3,3,4,5,5,2,1,4,3,5,4,3,1,3,5,2,2,1,5,5,40,0,40,50,50,50,0,50,0,0,50,50,50,50,1
59,42,高橋比奈子,1,3,1,52,1,0,1,2,50,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,43,階猛,1,3,1,52,3,1,2,1,42,1,3,9,7,6,15,9,7,3,5,1,3,4,3,3,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,5,1,2,4,3,3,5,1,3,2,4,5,3,5,2,3,4,5,3,5,2,3,3,3,5,2,2,4,3,2,3,2,4,3,4,0,50,50,25,0,25,100,90,100,90,80,50,40,0,2
61,45,伊沢昌弘,1,3,1,52,1,0,5,1,61,4,2,14,9,7,11,13,14,1,2,5,3,2,3,3,4,2,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,2,3,5,5,5,1,5,3,5,5,5,5,1,3,3,4,5,1,2,4,5,4,2,1,3,NA,3,3,5,3,5,2,3,0,50,30,0,0,50,50,30,0,50,10,0,30,0,2
62,44,吉田恭子,1,3,1,NA,1,0,4,2,27,4,3,9,8,5,9,8,5,1,2,5,3,3,3,4,2,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,5,3,5,5,1,5,4,5,5,5,5,2,2,4,4,5,2,1,3,5,5,2,3,4,5,4,1,5,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
63,813,森憲作,1,3,1,NA,1,0,11,1,52,4,4,3,1,8,3,2,6,3,4,1,2,2,3,3,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,1,4,1,1,1,1,1,3,3,1,1,3,5,2,3,1,2,3,5,4,3,1,2,4,4,3,1,4,5,50,10,20,50,50,50,10,20,0,0,50,50,50,50,3
64,46,鈴木俊一,1,3,2,52,3,6,1,1,55,4,2,3,9,5,8,7,5,1,5,3,4,3,1,3,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,2,3,1,2,1,3,1,2,3,1,4,3,1,1,2,2,4,3,3,3,3,3,3,5,1,3,3,2,2,2,3,4,80,70,50,40,50,50,30,30,30,30,30,40,50,50,1
65,47,畑浩治,1,3,2,52,1,0,2,1,45,1,3,3,5,9,3,5,12,1,3,4,3,4,2,2,2,2,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,2,3,2,3,1,3,1,3,3,1,5,3,1,2,3,5,1,2,3,3,3,3,2,3,5,2,3,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,4
