NAME,NOELEC,DISTRICT,INCUMB,TERM,PARTY,SEX,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q5_1,Q5_2,Q5_3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8
山崎正昭,0,18,4,3,2,1,1,3,5,1,1,3,2,4,13,5,3,4,1,3,3,3,1,1,1,3,3,2,2,1,3,4,4,1,5,5,3,5,5,4,3,4,4,5,5,5,3,5,2,1,2,1,1,2,2,1,2,3,2,3,2,2,2,2,3,2,3,1,5,3,3,1,3,3,2,1,1,0,100,60,0,0,0,60,70,70,0,0,50,50,0,100,20,2,1,4,4,5,1,2,5,20,60,10,70,80,80,90,90
山田和雄,0,18,1,0,4,1,0,8,7,1,1,2,3,7,8,1,3,3,3,4,3,3,3,3,3,3,3,3,3,1,,,5,5,4,5,2,5,5,2,2,2,2,5,4,5,4,5,5,5,5,1,5,5,5,5,5,5,4,1,5,2,4,5,5,5,5,1,1,4,5,5,2,1,5,3,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,4,5,5,1,4,7,0,20,100,90,100,70,70
輿石東,0,19,4,2,1,1,1,3,5,6,5,1,3,6,4,5,4,,,,,1,,,,,,,,1,3,4,1,1,1,2,1,,,1,1,1,1,1,2,1,1,2,1,,4,1,4,4,2,4,3,3,5,2,2,3,2,3,1,4,3,1,3,2,3,2,2,5,,1,4,,,,,,,,,,,,,,,,100,5,4,4,4,4,4,2,4,,,,,,,,
花田仁,0,19,1,0,4,1,0,3,1,5,,,,3,1,5,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,,5,5,5,5,5,5,5,3,1,2,2,5,3,4,5,5,5,5,5,1,5,5,5,5,5,5,4,1,5,2,4,5,4,5,5,1,1,3,5,3,1,3,5,3,3,0,0,0,100,0,5,0,0,0,0,0,0,0,0,0,0,5,2,5,4,3,4,2,3,,,,,,,,
宮川典子,0,19,1,0,2,2,0,6,5,2,1,5,3,6,5,8,3,4,3,3,3,3,3,3,2,3,3,3,2,1,3,2,4,1,4,5,5,5,5,5,5,5,5,3,4,5,4,4,5,1,1,4,3,2,3,1,1,3,1,1,1,2,3,2,5,3,1,3,5,4,3,1,5,1,1,3,2,15,85,50,50,10,30,20,5,75,5,15,15,75,5,85,15,5,1,2,3,4,3,1,4,70,30,90,100,100,60,60,30
臼田寛明,0,20,1,0,10,1,0,3,1,6,5,4,1,1,2,6,3,2,3,3,3,3,2,2,2,3,3,4,2,1,3,4,3,4,5,4,5,5,5,5,5,5,4,5,3,5,2,3,4,1,1,4,1,1,2,1,1,2,1,3,1,2,1,1,1,1,5,5,5,1,3,1,4,1,2,3,1,5,45,5,0,0,40,50,45,65,5,30,100,75,0,60,0,1,3,3,3,2,1,5,4,20,10,5,90,90,90,90,20
高島陽子,0,20,1,0,1,2,0,6,7,13,4,5,1,6,13,8,4,3,3,3,2,2,2,3,3,2,2,3,3,1,3,5,3,1,2,4,4,3,3,2,1,3,3,2,4,3,4,5,3,5,4,1,4,4,4,5,4,4,3,3,3,3,4,4,3,4,4,1,2,3,4,4,3,3,4,2,2,55,25,50,50,50,50,50,45,15,45,50,30,30,50,45,60,4,4,4,5,4,5,2,3,20,15,5,35,25,30,30,40
加納有輝彦,0,21,1,0,10,1,0,3,1,6,1,4,3,3,2,6,3,2,3,3,3,3,2,3,2,3,3,4,2,1,3,4,5,4,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,1,1,3,1,1,1,1,3,2,1,3,1,1,1,2,2,1,5,5,5,2,5,2,4,1,3,4,1,0,0,0,0,0,10,25,10,50,0,0,100,75,0,25,0,1,3,5,3,2,3,4,4,10,10,5,90,90,90,40,80
小見山幸治,0,21,1,0,1,1,1,,,,5,,,6,7,15,4,,,,,,,,,,,,,1,,,2,1,2,5,2,4,4,1,1,3,1,2,4,1,2,4,2,2,3,1,2,2,3,4,4,4,5,2,2,2,2,3,2,2,2,2,2,2,4,2,3,3,2,2,2,80,20,20,20,60,80,50,50,50,60,60,20,50,80,20,100,4,4,3,4,4,4,2,4,,,,,,,,
鈴木正典,0,21,1,0,4,1,0,8,3,1,3,2,5,14,11,6,3,3,3,4,3,3,3,3,3,3,3,3,3,6,,,4,4,5,5,4,5,5,4,1,1,1,2,4,2,4,4,4,5,5,1,5,5,5,5,5,5,5,1,5,1,1,5,4,5,5,1,1,3,5,2,1,2,5,3,3,0,0,0,100,0,0,0,0,0,25,0,0,0,0,0,0,5,1,5,5,5,5,1,4,10,50,20,100,60,60,60,40
山下八洲夫,0,21,4,2,1,1,0,8,7,3,1,5,3,2,7,13,4,3,3,3,1,1,3,3,3,1,1,3,3,1,5,3,3,1,1,4,1,3,5,2,1,1,3,3,4,1,2,3,2,3,4,1,4,5,3,5,4,5,4,2,1,2,2,3,3,4,3,1,1,4,4,4,1,1,5,1,2,90,85,15,15,20,20,15,10,15,10,10,0,10,60,10,95,4,2,4,4,4,4,2,4,1.5,20,1,35,35,10,20,40
渡辺猛之,0,21,1,0,2,1,1,15,2,8,3,4,1,13,5,4,3,4,2,3,3,3,2,2,2,3,3,3,2,1,3,2,3,2,4,5,2,5,5,4,4,4,2,4,4,4,2,5,4,2,3,2,3,3,2,2,3,4,2,2,2,2,2,3,5,3,2,2,5,4,3,2,4,2,2,1,3,0,85,70,10,10,20,50,30,70,20,20,10,30,0,60,40,3,3,3,3,4,2,2,4,15,20,5,40,40,40,30,40
岩井茂樹,0,22,1,0,2,1,1,3,8,5,3,1,5,8,3,4,3,4,1,3,3,3,2,2,2,3,3,3,2,1,3,4,4,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,1,1,3,1,2,1,1,3,4,1,1,1,1,1,1,5,1,1,2,5,3,3,1,5,3,2,1,3,0,100,75,25,30,20,65,50,90,5,10,0,50,0,100,0,1,4,2,4,2,1,4,4,5,15,5,100,100,100,100,100
河合純一,0,22,1,0,7,1,0,6,12,3,4,5,3,6,12,15,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,1,2,5,5,3,5,5,5,5,2,5,2,5,5,5,5,5,1,3,1,2,2,1,3,1,4,2,5,1,4,4,5,5,1,5,5,5,2,3,2,5,5,1,1,1,30,35,20,20,20,15,100,25,15,15,15,0,35,0,35,30,5,2,4,4,3,3,5,2,0.1,1,0.1,95,90,95,40,70
中野雄太,0,22,1,0,10,1,0,3,1,2,1,5,4,3,2,1,3,2,3,3,3,3,2,3,2,3,3,4,2,1,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,1,1,5,1,1,1,1,2,2,1,2,1,1,1,2,3,2,5,5,5,3,5,1,5,1,3,3,1,0,25,0,0,0,10,10,10,50,50,0,100,50,0,50,10,1,3,1,1,1,1,5,5,90,10,80,50,50,50,60,60
中本奈緒子,0,22,1,0,1,2,0,6,8,,5,1,,6,,,4,3,3,3,3,3,3,3,3,3,3,3,3,1,,,3,3,3,3,3,3,3,2,2,1,1,1,3,3,3,3,2,3,3,1,3,3,3,3,3,4,4,3,3,3,3,3,2,3,2,2,3,3,3,1,3,3,2,3,3,75,50,50,50,50,50,50,50,50,50,50,50,50,100,50,70,3,3,3,5,2,4,2,4,20,20,5,80,80,50,0,50
藤本祐司,0,22,4,1,1,1,1,3,8,13,3,1,5,3,15,4,4,3,3,3,2,2,2,3,3,2,3,3,3,1,3,2,2,1,3,4,2,4,4,2,2,2,3,1,3,2,2,1,1,2,3,1,3,3,2,4,3,4,5,4,2,4,4,4,1,3,2,2,4,3,3,2,1,4,4,1,3,80,20,0,0,50,50,20,30,10,40,40,0,30,50,20,100,4,3,3,4,2,2,4,4,,,,,,,,
渡辺浩美,0,22,1,0,4,1,0,8,7,1,3,2,5,8,7,14,3,3,3,4,3,3,3,3,3,3,3,3,3,1,,,3,4,3,5,4,5,5,4,4,1,3,3,3,4,4,4,5,5,5,1,5,5,4,5,5,5,3,2,5,1,2,3,3,5,5,1,1,3,4,3,2,2,5,3,3,50,45,45,100,55,45,45,45,45,50,40,45,45,40,45,50,5,2,5,4,5,5,1,3,10,20,5,95,80,80,50,50
青山光子,0,23,1,0,5,2,0,6,7,8,2,5,1,6,7,8,,,,,4,,,,,,,,,2,4,5,4,3,2,5,2,5,5,4,4,5,3,3,4,3,4,4,4,5,5,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,1,1,5,3,1,1,5,3,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,30,5,1,4,5,5,5,3,5,,,,,,,,
斎藤嘉隆,0,23,1,0,1,1,1,6,8,7,1,2,3,6,8,7,4,3,3,3,1,1,2,3,3,1,1,3,2,1,2,4,1,1,2,3,1,3,3,1,1,1,1,1,3,1,2,2,1,4,4,1,2,4,4,4,4,4,5,2,2,2,2,4,1,4,2,1,2,2,4,3,2,5,3,1,3,100,30,30,40,80,80,30,20,30,80,90,0,40,90,30,100,5,2,5,4,4,4,3,4,20,50,30,80,80,50,40,40
中根裕美,0,23,1,0,10,2,0,1,3,6,1,,,6,1,3,3,2,3,3,3,3,2,3,3,3,3,4,2,1,,,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,5,1,1,2,1,1,3,1,4,1,2,2,2,2,1,5,5,5,2,3,1,5,1,3,3,1,0,50,0,0,0,0,30,30,50,10,20,100,40,0,50,0,1,2,2,2,2,2,5,5,70,60,40,70,80,90,50,90
藤川政人,0,23,1,0,2,1,1,3,8,13,3,5,1,3,13,12,3,4,2,3,3,2,2,2,2,2,3,3,2,1,2,3,5,4,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,1,1,3,1,1,1,2,2,4,2,1,2,1,2,2,5,3,2,3,5,2,2,1,5,1,1,3,1,0,75,70,40,0,0,40,50,40,0,20,0,0,40,60,10,2,2,4,4,1,2,2,5,20,20,20,20,10,10,20,30
本村伸子,0,23,1,0,4,2,0,8,7,1,5,2,1,8,7,15,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,3,5,5,3,5,5,5,5,1,5,5,4,5,5,5,4,1,5,3,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,0,0,0,100,30,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,5,4,1,3,,,,,,,,
薬師寺道代,0,23,1,0,7,2,0,3,7,6,5,3,4,7,6,13,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,5,5,5,5,3,5,5,5,5,2,5,4,5,5,4,5,5,1,3,1,3,2,2,3,3,,1,4,1,5,3,5,5,1,5,4,5,2,3,2,3,3,1,1,1,20,20,25,0,5,5,100,30,20,20,20,5,50,20,20,25,5,1,2,3,2,3,5,2,10,0,5,99,100,100,100,100
安井美沙子,0,23,1,0,1,2,1,6,13,15,1,5,2,6,13,15,4,3,3,3,3,2,3,3,3,3,3,3,3,1,4,2,3,1,1,2,1,2,2,1,1,1,2,1,3,2,2,3,1,2,2,1,2,2,3,2,2,4,5,3,3,4,4,4,4,5,4,2,5,2,4,2,2,3,2,1,3,60,40,40,40,40,50,50,50,50,60,60,0,50,70,20,90,4,4,4,4,3,3,2,5,20,20,30,70,30,30,70,70
小野崎耕平,0,24,1,0,2,1,0,8,3,1,5,1,4,7,8,3,3,4,2,3,3,3,3,2,2,3,3,3,3,1,3,4,3,2,5,5,3,5,5,5,3,5,5,5,5,5,5,5,4,1,2,1,2,1,1,1,2,3,1,3,1,3,3,3,5,1,1,5,5,2,2,1,5,3,1,3,1,0,100,80,10,10,0,50,50,60,0,50,50,50,0,100,0,5,3,2,5,1,3,5,5,,,,,,,,
芝博一,0,24,4,1,1,1,1,10,3,6,1,5,3,10,3,6,4,3,3,3,3,1,3,3,3,3,3,3,3,1,,,3,1,1,3,1,3,3,1,1,1,1,1,3,1,3,3,1,3,3,1,3,3,1,5,5,3,5,3,3,3,2,3,3,5,5,1,3,2,3,2,3,3,3,1,5,50,0,0,0,0,50,0,0,0,0,0,0,0,50,0,,3,1,4,5,4,3,3,5,,,,,,,,
中野武史,0,24,1,0,4,1,0,1,8,7,1,2,5,1,8,7,3,3,3,4,3,3,3,3,3,3,3,3,3,1,,,5,4,4,5,5,5,5,3,1,3,3,3,5,4,3,5,5,5,5,1,5,5,5,5,5,5,4,1,5,5,2,4,5,5,5,1,1,4,5,3,4,3,5,2,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,4,4,5,2,3,30,30,30,80,70,50,30,50
矢原由佳子,0,24,1,0,7,2,0,7,13,3,4,5,3,7,13,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,,1,3,5,5,3,5,5,5,5,2,5,2,5,5,5,5,5,1,3,1,2,2,1,3,1,4,2,5,1,4,4,5,5,1,5,5,5,2,3,2,3,5,1,1,1,30,35,20,20,20,15,100,25,15,15,15,0,35,0,35,25,5,2,4,4,3,3,5,2,0.1,1,0.1,95,90,95,40,70
川内卓,0,25,1,0,4,1,0,8,7,5,3,2,1,8,5,7,3,3,3,4,3,3,3,3,3,3,3,3,3,1,5,3,3,4,4,5,5,5,5,4,2,2,2,3,5,5,3,5,5,5,5,1,5,5,3,5,5,5,4,1,5,3,3,5,5,5,5,1,1,1,5,2,1,1,5,3,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,5,5,2,4,15,15,20,90,60,20,70,80
武村展英,0,25,1,0,2,1,0,2,3,7,1,2,3,2,3,8,3,4,1,3,3,2,2,2,2,2,2,2,2,1,2,3,4,2,5,5,4,5,5,5,2,3,2,3,5,5,4,5,3,1,2,1,1,2,1,1,1,2,1,2,3,2,3,2,4,1,3,2,5,4,1,1,4,2,2,2,1,10,100,90,10,20,50,70,50,50,50,50,60,70,10,100,20,5,1,3,3,3,2,4,4,30,40,10,60,60,40,50,50
林久美子,0,25,4,1,1,2,1,3,6,7,1,3,5,6,7,13,4,3,3,3,2,1,3,3,3,3,3,3,3,1,,,2,1,2,3,1,4,4,1,1,2,2,2,4,1,2,4,1,2,3,1,3,3,3,4,3,4,5,2,2,2,2,3,4,5,2,2,2,3,3,3,3,4,2,1,2,90,0,0,0,70,70,0,0,0,50,50,0,0,50,0,100,5,2,4,4,3,2,2,4,20,20,3,70,50,60,60,70
河上満栄,0,26,1,0,1,2,0,13,5,8,5,4,1,5,15,,4,,,,,,,,,,,,,,,,1,1,1,5,1,4,3,1,1,2,1,2,5,2,4,5,5,3,,1,,,2,2,1,4,5,2,2,2,3,3,1,4,2,1,3,3,3,1,4,4,3,1,1,,,,,,,,,,,,,,,,,3,3,3,3,5,3,2,3,5,30,,3,20,40,,2
北川智子,0,26,1,0,10,2,0,1,3,6,1,2,5,6,1,3,3,2,3,3,3,3,2,,3,,,4,2,1,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,1,1,2,1,1,3,1,1,1,1,1,1,5,5,5,2,3,1,3,2,2,3,1,0,50,0,0,0,0,50,30,50,0,0,100,50,0,50,0,1,2,1,4,1,1,4,4,50,20,50,90,100,90,80,95
成宮真理子,0,26,1,0,4,2,0,1,8,6,3,2,5,8,14,6,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,3,4,5,3,5,5,5,5,1,5,5,3,5,5,5,4,1,5,2,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,5,10,10,100,15,10,5,10,5,10,10,0,10,0,10,10,5,3,5,5,5,4,1,3,10,20,10,90,60,40,50,30
二之湯智,0,26,4,1,2,1,1,13,3,8,1,3,2,7,1,13,3,4,2,3,3,3,3,3,3,3,3,3,3,4,,,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,1,2,1,2,1,2,3,3,2,1,3,2,3,3,1,5,2,2,2,5,4,2,1,4,3,5,3,3,,,,,,,,,,,,,,,,0,1,1,3,5,3,3,3,5,,,,,,,,
福山哲郎,0,26,4,2,1,1,1,3,1,2,1,3,5,10,1,2,4,3,2,3,2,1,2,2,3,2,2,3,3,1,4,2,1,1,2,2,1,3,4,1,1,1,1,1,3,2,2,2,2,3,3,1,2,2,2,3,2,4,5,3,2,4,4,4,2,4,2,2,2,2,4,3,2,5,5,2,5,80,65,65,25,65,60,50,55,40,50,55,0,60,70,40,90,2,2,2,4,4,2,4,5,5,15,15,70,70,70,80,70
石川博崇,0,27,1,0,3,1,1,8,6,3,5,1,3,8,10,1,,,4,,,,,,,,,,,1,,,4,2,4,5,3,5,5,2,2,2,3,3,5,5,4,5,4,2,3,1,3,2,4,2,2,3,3,4,2,2,1,2,4,2,4,1,1,3,3,2,3,1,1,2,2,,,,,,,,,,,,,,,,25,5,2,5,5,5,4,1,1,,,,,,,,
大川朗子,0,27,1,0,5,2,0,14,8,6,1,5,4,14,8,6,2,3,3,3,4,2,3,3,3,3,3,3,3,1,,,2,2,2,5,2,4,5,3,2,2,2,2,3,3,4,3,2,5,5,1,5,5,5,5,5,4,3,2,4,4,3,3,3,5,3,2,2,3,5,5,2,1,5,1,3,70,0,0,60,95,55,0,0,0,50,55,0,0,50,0,60,5,1,5,3,5,5,2,4,,,,,,,,
岡部まり,0,27,1,0,1,2,0,10,6,3,5,,,10,6,3,4,2,3,3,2,2,2,2,2,2,2,3,3,1,3,5,1,1,1,1,1,3,3,2,2,2,1,2,2,2,2,2,1,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,4,4,2,1,2,3,3,3,3,80,50,50,50,50,50,50,50,50,50,50,50,50,70,50,80,5,4,3,4,3,4,2,5,,,,,,,,
尾立源幸,0,27,4,1,1,1,1,12,3,7,5,1,2,2,12,3,4,3,3,3,3,2,2,3,3,2,2,3,3,1,2,5,1,1,2,4,1,3,4,1,1,1,2,1,3,1,2,3,1,2,2,1,4,4,2,2,1,4,5,3,1,3,4,5,2,3,3,3,2,2,2,2,3,5,3,1,2,,,,,,,,,,,,,,,,,5,5,2,4,3,3,4,5,,,,,,,,
北川イッセイ,0,27,4,1,2,1,1,1,6,13,1,3,5,1,13,6,3,4,2,3,3,3,2,2,2,3,3,3,2,1,2,4,5,3,5,5,5,5,5,5,3,5,5,5,5,5,3,5,3,1,3,2,3,1,2,2,1,3,1,2,2,2,2,2,5,1,3,3,5,3,3,1,3,3,3,4,2,0,100,50,0,0,0,50,50,50,50,50,50,50,0,100,0,2,2,3,5,2,3,3,5,,,,,,,,
清水忠史,0,27,1,0,4,1,0,8,7,6,5,2,3,8,7,11,3,3,3,4,2,3,3,3,3,3,3,3,3,1,3,5,5,4,4,5,4,5,5,3,1,2,2,3,5,2,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,2,3,5,5,5,5,1,1,3,5,3,1,1,5,2,3,0,0,0,100,50,25,0,0,0,0,0,0,0,0,0,0,5,3,5,3,3,3,1,3,20,10,5,85,80,70,80,60
浜野夕希子,0,27,1,0,12,2,0,2,6,1,1,5,,6,1,9,3,2,3,3,3,3,3,3,1,3,3,3,4,1,3,,3,3,4,5,4,5,5,5,4,4,3,4,4,3,5,5,4,1,2,4,2,2,1,2,2,2,1,2,1,2,3,4,4,4,2,3,5,2,2,1,4,2,1,2,1,0,50,0,0,0,10,25,25,90,10,10,0,100,0,15,,2,2,2,5,2,2,2,3,30,30,5,10,15,15,0,10
深田敏子,0,27,1,0,10,2,0,3,6,1,1,3,4,3,6,1,3,2,3,3,3,3,2,2,2,,,4,2,1,3,5,,4,5,5,4,5,5,5,5,5,4,4,4,5,,4,3,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,4,5,1,5,1,4,1,2,3,2,0,60,0,0,0,0,10,20,40,2,1,100,55,0,40,0,1,2,1,2,1,1,4,5,,,,,,,,
山分ネルソン祥興,0,27,1,0,8,1,0,7,13,8,3,4,5,7,15,13,3,3,3,3,3,3,2,4,2,3,3,3,2,1,3,5,3,4,5,5,4,5,5,5,3,4,5,3,5,5,3,5,5,1,3,1,2,2,2,2,3,4,1,5,1,3,3,3,5,1,1,3,5,3,3,1,5,2,1,2,1,0,25,50,25,25,25,75,100,75,50,50,50,75,0,25,,5,3,3,4,3,2,4,5,0,0,20,0,80,0,0,0
井坂信彦,0,28,1,0,7,1,0,12,3,13,2,5,1,12,10,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,,3,4,5,5,4,5,5,4,4,2,5,2,4,5,3,4,4,2,2,3,2,2,2,4,3,1,2,5,1,5,4,4,5,1,3,5,5,3,3,1,4,1,1,1,1,20,50,50,0,20,0,100,50,50,50,50,50,60,0,50,,5,4,2,5,2,3,4,1,1,1,1,90,90,90,50,80
末松信介,0,28,4,1,2,1,1,3,7,13,3,2,4,13,2,4,3,4,1,3,3,3,2,2,2,3,3,3,2,1,3,4,4,2,5,5,2,5,5,5,5,5,4,4,5,5,5,5,4,1,3,1,3,2,2,2,2,4,1,2,1,1,2,2,5,2,1,3,5,4,2,1,4,2,4,2,3,20,80,70,10,10,10,60,70,80,10,20,0,50,40,75,40,3,4,4,3,3,2,3,4,,,,,,,,
高木義彰,0,28,1,0,10,1,0,1,3,6,1,3,4,1,3,6,3,2,2,3,3,2,2,2,2,2,2,4,1,1,3,6,4,4,5,5,4,5,5,5,5,5,4,5,5,4,2,4,4,1,1,5,1,5,1,1,2,1,1,3,1,1,1,2,2,1,5,4,5,1,2,1,4,1,1,3,1,0,40,20,10,0,30,40,40,80,10,50,100,80,0,50,0,1,2,1,2,1,1,5,5,80,80,70,90,100,90,80,10
堀内照文,0,28,1,0,4,1,0,6,8,7,5,3,2,6,15,8,3,3,3,4,3,3,3,3,3,3,3,3,3,1,6,3,4,4,2,5,4,5,5,2,1,2,2,3,4,4,3,4,5,5,5,1,5,5,3,5,5,5,4,2,5,2,2,4,5,5,5,1,1,3,5,3,1,2,5,3,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,4,4,4,2,3,10,25,10,80,60,60,70,60
三橋真記,0,28,1,0,1,2,0,7,8,6,3,5,2,8,12,13,4,3,3,3,3,2,3,3,3,3,3,3,3,1,3,2,2,1,2,2,1,4,4,1,1,1,1,1,3,3,3,4,3,4,3,1,3,3,3,4,2,5,5,3,3,3,2,3,4,3,2,2,4,3,4,2,3,3,3,2,3,80,50,50,55,40,55,10,40,50,60,60,0,70,60,20,90,2,2,4,4,5,3,2,4,25,30,3,70,20,80,50,70
太田敦,0,29,1,0,4,1,0,7,8,14,3,2,1,7,8,14,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,5,3,5,5,5,5,4,1,1,2,3,4,3,3,4,5,5,5,1,5,5,5,5,5,5,3,1,5,3,3,4,4,5,5,1,1,3,5,3,1,3,5,3,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,5,3,1,4,50,10,10,20,5,5,30,5
前川清成,0,29,4,1,1,1,1,2,7,6,1,5,4,15,2,11,4,3,3,3,2,1,3,3,3,2,2,3,3,1,3,5,1,1,1,5,1,4,4,1,1,1,2,1,2,1,3,3,2,3,3,1,3,4,2,4,4,4,5,2,2,4,4,4,2,4,3,2,4,2,4,4,5,5,4,1,4,,,,,,,,,,,,,,,,95,4,2,4,4,4,3,3,4,,,,,,,,
山田衆三,0,29,1,0,2,1,0,2,7,1,5,1,3,10,12,6,3,4,2,3,3,3,2,3,3,3,3,3,3,3,4,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,1,1,1,1,1,1,1,1,5,1,3,1,1,1,2,5,1,1,4,5,5,1,1,5,1,1,3,1,0,75,50,0,0,0,75,0,0,0,0,0,0,0,75,0,4,4,1,5,2,1,3,5,50,30,20,,,,,
島久美子,0,30,1,0,1,2,0,6,7,8,5,,,6,15,13,4,,,,1,1,,,,,,,,1,4,5,1,1,2,4,1,3,3,1,1,1,1,1,2,1,1,3,1,5,3,1,3,5,3,5,3,4,5,5,3,1,3,2,1,5,3,2,3,3,3,3,3,5,2,1,3,,,,,,,,,,,,,,,,100,5,4,5,5,4,4,2,4,,,,,,,,
鶴保庸介,0,30,4,2,2,1,1,13,3,7,1,5,,5,4,13,,4,,3,3,,,,,,,,,1,3,,4,3,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,1,3,3,2,3,1,2,1,1,2,3,1,1,1,2,4,3,1,3,5,2,3,2,4,1,,3,1,0,60,25,0,0,0,50,50,25,0,0,0,50,50,60,10,1,3,2,5,1,2,2,5,2,10,5,50,10,10,20,10
吉田雅哉,0,30,1,0,4,1,0,1,8,7,3,2,1,8,1,6,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,5,5,5,5,5,4,2,2,2,3,4,5,3,5,5,5,5,1,5,5,3,5,5,5,4,1,5,2,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,5,4,1,3,10,0.1,20,95,90,95,80,100
岩永尚之,0,31,1,0,4,1,0,3,1,5,2,5,1,5,3,1,3,3,3,4,3,3,3,3,3,3,3,3,3,1,5,3,5,4,4,5,4,5,5,4,2,2,2,4,4,2,4,4,5,5,5,1,5,5,5,5,5,5,3,1,5,1,5,5,5,5,5,1,1,3,5,1,1,2,5,2,3,10,0,0,100,10,10,0,0,0,0,0,0,0,0,0,10,5,1,5,5,5,5,1,3,8,30,20,90,95,95,80,80
坂野真理,0,31,1,0,1,2,0,7,6,13,5,,,7,6,,4,,,,,,,,,,,,,1,,,1,1,2,4,1,3,3,1,1,1,2,3,2,1,2,2,1,1,2,1,3,2,4,3,2,5,5,3,3,3,4,3,4,4,1,1,4,2,,4,4,4,3,1,3,,,,,,,,,,,,,,,,,5,3,4,4,4,3,3,5,,,,,,,,
浜田和幸,0,31,1,0,2,1,1,1,3,10,5,3,1,1,3,10,3,4,2,3,3,3,2,3,2,2,2,2,2,1,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,1,1,5,1,2,5,1,5,3,1,3,1,1,2,2,4,3,2,2,3,3,2,2,4,2,1,2,1,10,70,60,10,10,60,60,60,70,60,60,60,60,20,70,50,2,3,2,4,2,3,2,4,65,50,80,100,100,100,100,100
青木一彦,0,32,1,0,2,1,1,6,15,7,1,,,5,6,4,3,4,3,3,2,2,3,3,3,2,2,2,3,1,4,3,5,3,4,5,3,5,5,5,5,5,4,5,5,5,4,5,5,1,1,1,2,1,1,2,2,2,1,2,2,2,3,2,5,2,1,3,5,4,2,1,4,4,3,2,2,50,100,50,0,0,50,50,50,50,0,50,0,50,50,100,50,2,2,2,4,3,2,3,3,90,90,100,90,90,100,90,80
