ID,PREFNAME,CITY,PREFEC,HRDIST,W1Q1,W1Q2,W1Q3,W1Q4,W1Q5_1,W1Q5_2,W1Q5_3,W1Q6,W1Q7,W1Q8,W1Q9,W1Q10,W1Q11,W1Q12,W1Q13,W1Q14_1,W1Q14_2_1,W1Q14_2_2,W1Q14_2_3,W1Q15_1,W1Q15_2,W1Q15_3,W1Q15_4,W1Q15_5,W1Q15_6,W1Q15_7,W1Q15_8,W1Q15_9,W1Q15_10,W1Q15_11,W1Q16_1,W1Q16_2,W1Q16_3,W1Q16_4,W1Q16_5,W1Q16_6,W1Q16_7,W1Q16_8,W1Q16_9,W1Q16_10,W1Q16_11,W1Q16_12,W1Q16_13,W1Q16_14,W1Q16_15,W1Q16_16,W1Q16_17,W1Q17_1,W1Q17_2,W1Q17_3,W1Q17_4,W1Q17_5,W1Q17_6,W1Q17_7,W1Q17_8,W1Q17_9,W1Q17_10,W1Q18_1,W1Q18_2,W1Q19_1,W1Q19_2,W1Q20_1,W1Q20_2,W1Q20_3,W1Q20_4,W1Q20_5,W1Q20_6,W1Q20_7,W1F1,W1F2,W1F3,W1F4,W1Q2FA,W1Q4FA,W1Q5FA,W1Q6FA,W1Q14_2FA,W1Q18FA,W1F3FA,W1F4FA,RESPONSE,W2Q1,W2Q2,W2Q3,W2Q4,W2Q5,W2Q6,W2Q7_1,W2Q7_2,W2Q7_3,W2Q8,W2Q9_1,W2Q9_2,W2Q9_3,W2Q9_4,W2Q9_5,W2Q9_6,W2Q9_7,W2Q9_8,W2Q9_9,W2Q9_10,W2Q9_11,W2Q10,W2Q11,W2Q12,W2Q13,W2Q14,W2Q15,W2Q16,W2Q17_1,W2Q17_2,W2Q17_3,W2Q17_4,W2Q17_5,W2Q17_6,W2Q17_7,W2Q17_8,W2Q18_1,W2Q18_2,W2Q18_3,W2Q18_4,W2Q18_5,W2Q18_6,W2Q18_7,W2Q18_8,W2Q19_1,W2Q19_2,W2Q19_3,W2Q19_4,W2Q19_5,W2Q19_6,W2Q19_7,W2Q19_8,W2Q19_9,W2Q19_10,W2Q19_11,W2Q19_12,W2Q20_1,W2Q20_2,W2Q20_3,W2Q20_4,W2Q20_5,W2Q20_6,W2Q21,W2Q22_1,W2Q22_2_1,W2Q22_2_2,W2Q22_2_3,W2Q22_2_4,W2Q22_2_5,W2Q22_2_6,W2Q22_2_7,W2Q22_2_8,W2Q22_2_9,W2Q22_2_10,W2Q22_2_11,W2Q22_2_12,W2Q22_2_13,W2Q22_2_14,W2Q22_2_15,W2Q22_3_1,W2Q22_3_2,W2Q22_3_3,W2Q22_3_4,W2Q22_3_5,W2Q22_3_6,W2Q22_3_7,W2Q22_3_8,W2Q22_3_9,W2Q22_3_10,W2Q22_3_11,W2Q22_3_12,W2Q22_3_13,W2Q22_3_14,W2Q22_3_15,W2Q22_3_16,W2Q23_1,W2Q23_2,W2Q23_3,W2Q24_1,W2Q24_2,W2Q24_3,W2Q24_4,W2Q24_5,W2Q24_6,W2Q25_1,W2Q25_2,W2Q25_3,W2Q25_4,W2Q25_5,W2Q25_6,W2Q25_7,W2Q25_8,W2Q26_1,W2Q26_2,W2Q26_3,W2Q26_4,W2Q26_5,W2Q26_6,W2Q26_7,W2Q26_8,W2Q26_9,W2Q26_10,W2Q2FA,W2Q4FA,W2Q7FA,W2Q16FA,W2Q17FA,W2Q22_2FA,W2Q22_3FA,W2Q23FA,W2Q26FA
1140,東京都,福生市,13,25,2,5,3,90,7,14,15,99,4,2,1,2,5,3,4,1,1,9,3,70,10,40,0,90,20,10,0,80,10,40,1,2,1,1,2,1,1,3,4,5,2,5,5,1,2,4,3,4,5,1,2,1,2,4,3,5,2,11,2,2,66,4,1,2,3,6,5,7,2,1,2,8,,,,,,,,,1,1,66,66,66,66,66,66,66,66,5,1,0,0,0,0,0,0,0,0,0,0,4,4,4,3,5,3,8,0,0,0,0,0,0,0,1,50,30,30,50,10,40,40,30,2,5,2,4,5,3,2,3,2,3,1,3,4,3,2,3,4,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,10,9,99,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1142,東京都,福生市,13,25,2,1,1,1,6,7,3,1,2,2,3,2,3,4,3,2,2,1,7,60,50,50,51,50,49,50,50,55,48,51,1,3,2,3,3,2,2,3,3,2,3,2,3,2,4,2,2,5,5,1,3,4,2,4,4,3,4,1,66,1,5,2,4,1,6,5,3,7,1,5,2,1,,,,,,,,,1,2,1,1,1,1,1,7,6,13,3,0,1,1,0,1,0,1,0,1,0,0,3,3,3,3,3,3,1,0,0,0,1,0,0,0,0,70,60,50,45,50,50,60,55,2,2,1,2,4,1,1,3,2,2,2,2,4,2,5,2,4,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,3,5,10,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,
1144,神奈川県,横浜市南区,14,2,1,66,66,66,66,66,66,1,4,4,5,3,5,4,4,1,99,99,99,50,999,999,999,999,999,999,999,999,999,999,2,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,3,3,3,1,3,1,3,1,3,3,3,1,66,1,5,1,1,3,3,1,5,1,1,4,1,8,,,,,,,,,1,2,3,4,3,3,4,5,13,8,3,0,0,0,0,0,0,0,1,0,0,0,4,3,4,5,5,4,1,0,1,0,0,0,0,0,0,50,10,40,30,10,20,30,0,1,1,3,2,4,2,4,5,5,3,5,5,3,1,1,3,3,3,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
1145,神奈川県,横浜市南区,14,2,1,66,66,66,66,66,66,1,99,3,3,3,3,3,4,3,66,66,66,999,999,999,999,999,999,999,999,999,999,999,3,3,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,66,2,66,7,2,1,3,5,4,6,1,6,2,3,,,,,,,,,1,1,66,66,66,66,66,66,66,66,3,0,0,0,0,0,0,1,0,0,0,1,3,4,3,3,3,3,8,1,1,1,1,0,1,0,0,40,20,40,20,40,20,20,10,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
1146,神奈川県,横浜市南区,14,2,1,66,66,66,66,66,66,1,3,3,3,3,3,4,4,3,66,66,66,30,30,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,11,3,2,66,2,1,4,3,5,6,7,2,3,5,6,,,,,,,,,1,1,66,66,66,66,66,66,66,66,4,0,1,1,0,0,0,0,1,1,1,0,4,3,3,3,3,3,8,0,0,0,1,0,0,0,0,50,50,50,0,50,50,50,50,3,4,2,3,3,2,3,3,2,2,3,3,4,3,4,3,4,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
1147,神奈川県,横浜市南区,14,2,2,5,5,1,2,1,5,1,3,3,5,1,5,3,4,1,1,3,6,40,0,0,0,40,0,0,0,49,0,0,1,2,2,1,3,2,2,5,3,5,4,5,5,2,5,1,5,4,4,2,2,1,1,4,4,5,5,11,2,2,66,1,2,3,6,5,4,7,1,3,2,1,,,,,,,,,1,2,1,1,1,5,5,12,1,7,4,1,0,0,0,0,0,0,0,0,0,0,5,4,3,2,4,5,8,0,1,1,1,0,1,0,0,20,0,0,0,999,0,20,0,1,1,2,1,5,1,1,3,5,5,3,3,4,3,4,4,2,3,6,2,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1150,神奈川県,横浜市南区,14,2,2,4,1,1,10,2,6,4,2,1,1,1,2,2,1,2,7,6,2,51,0,0,100,0,0,0,0,100,0,0,1,2,5,5,5,1,1,1,3,1,1,3,3,1,5,1,1,1,5,1,3,3,1,1,3,1,1,4,66,1,3,1,1,1,1,2,1,2,2,5,99,5,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,神奈川県,横浜市南区,14,2,1,66,66,66,66,66,66,6,4,1,5,5,5,5,4,3,66,66,66,20,30,20,0,0,30,0,30,20,20,0,4,5,5,5,3,4,3,3,4,5,3,3,3,2,5,3,3,3,4,4,2,4,3,4,4,4,4,6,66,1,1,1,2,4,6,5,3,7,1,5,5,9,,,,,,,,年金生活,1,2,4,5,4,3,3,6,99,99,2,1,0,0,0,0,0,0,0,0,0,0,5,3,3,3,4,4,4,0,0,1,0,0,0,0,0,999,999,999,999,999,999,999,999,3,4,2,3,2,2,2,2,3,4,3,3,1,3,4,4,4,4,99,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1157,神奈川県,横浜市南区,14,2,1,66,66,66,66,66,66,1,3,2,4,4,4,4,2,4,66,66,66,65,30,40,20,10,50,10,10,40,10,40,3,2,4,2,1,3,2,2,2,3,3,4,4,2,2,2,4,3,2,5,4,1,3,3,4,3,3,1,66,1,1,1,2,7,5,4,3,6,2,2,5,6,,,,,,,,,1,1,66,66,66,66,66,66,66,66,3,0,1,1,0,0,0,0,1,0,0,1,4,1,3,3,4,2,1,0,0,1,0,0,0,0,0,70,50,20,60,20,60,50,50,5,5,2,1,1,5,4,2,1,5,4,2,2,3,3,1,2,5,6,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1158,神奈川県,横浜市南区,14,2,2,3,5,1,1,11,6,4,2,2,3,3,1,1,3,2,1,4,2,70,30,60,30,60,20,40,20,70,10,70,3,3,99,1,1,2,3,2,3,2,2,1,1,1,5,5,3,3,2,1,1,1,3,1,3,99,3,5,66,1,2,6,4,2,5,3,1,7,2,6,3,6,,,,,,,,,1,2,1,1,3,2,2,1,7,15,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,2,3,1,0,0,0,0,0,0,0,1,50,30,50,10,40,25,75,25,3,5,3,3,1,3,4,3,1,3,3,3,5,3,3,3,3,3,5,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,99,99,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
1160,神奈川県,横浜市南区,14,2,1,66,66,66,66,66,66,99,4,4,3,99,5,5,4,4,66,66,66,999,999,999,999,999,999,999,999,999,999,999,3,3,99,5,3,3,99,5,3,5,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,99,66,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,1,1,66,66,66,66,66,66,66,66,5,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,2,8,99,99,99,99,99,99,99,99,999,999,999,999,999,999,999,999,3,3,3,2,5,2,3,3,3,3,3,3,4,3,2,99,3,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1162,神奈川県,横浜市南区,14,2,2,4,4,4,6,9,13,1,3,2,3,2,4,3,3,2,3,6,9,45,30,30,50,30,50,30,30,50,30,45,1,1,4,1,4,4,3,1,4,4,4,3,3,1,4,3,3,2,3,1,4,3,3,1,3,4,4,4,66,1,4,3,1,2,4,5,6,7,2,4,2,5,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,神奈川県,横浜市神奈川区,14,3,2,1,1,1,3,10,1,1,3,1,1,1,5,3,1,5,66,66,66,1,999,999,2,999,999,999,999,999,999,999,1,1,2,1,3,4,1,1,1,2,2,3,5,1,1,1,1,4,1,1,4,4,5,2,2,5,5,11,1,2,66,1,4,3,6,2,7,5,1,4,5,3,,,,,,,,,1,1,66,66,66,66,66,66,66,66,4,0,0,1,0,0,0,0,0,0,0,0,4,1,3,4,4,3,1,0,0,0,0,1,0,0,0,60,30,60,20,20,30,60,30,3,3,3,3,2,4,2,3,4,4,5,5,4,3,4,2,4,3,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
1167,神奈川県,横浜市神奈川区,14,3,1,66,66,66,66,66,66,3,4,3,3,2,4,4,4,2,3,4,9,50,40,70,60,70,40,40,40,60,40,70,2,2,3,2,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,2,2,2,3,3,3,3,3,11,1,2,66,5,4,2,1,3,6,7,2,4,4,5,,,,,,,,,1,2,2,4,2,3,3,2,6,5,4,1,0,0,0,0,0,0,0,0,0,0,3,1,3,3,2,3,5,1,0,0,1,0,0,0,0,40,60,60,25,60,40,50,50,3,2,2,3,2,4,3,3,3,3,3,3,4,3,2,3,4,4,5,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,10,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1168,神奈川県,横浜市神奈川区,14,3,2,1,5,1,2,4,7,1,3,3,4,5,3,3,1,5,66,66,66,999,999,999,999,999,999,999,999,999,999,999,4,5,4,3,2,3,2,4,4,3,4,2,3,3,5,3,4,4,3,4,2,2,1,3,3,4,3,1,66,2,66,6,3,1,4,5,2,7,2,3,5,5,,,,,,,,,1,1,66,66,66,66,66,66,66,66,4,1,0,0,0,0,0,0,0,0,0,0,3,1,2,5,1,1,1,0,1,0,0,1,1,0,0,60,30,70,50,0,0,60,50,3,2,1,1,1,1,2,2,3,3,2,5,5,5,3,2,3,4,7,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,6,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1169,神奈川県,横浜市神奈川区,14,3,2,1,1,1,3,2,14,1,2,1,2,2,4,3,3,1,3,1,9,80,30,40,50,20,10,10,10,80,30,40,1,1,1,3,4,3,2,2,2,3,2,3,3,2,2,2,3,2,2,3,2,3,4,4,4,2,2,1,66,1,5,2,3,1,6,4,5,7,1,3,5,1,,,,,,,,,1,1,66,66,66,66,66,66,66,66,2,0,0,0,1,1,0,1,1,1,0,0,4,3,2,3,3,4,1,0,1,0,1,1,1,0,0,75,25,60,25,25,0,80,50,2,1,2,2,2,2,3,4,4,4,3,3,4,2,4,4,4,4,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,3,99,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
1170,神奈川県,横浜市神奈川区,14,3,1,66,66,66,66,66,66,1,1,1,2,2,2,3,4,4,66,66,66,80,999,999,999,999,999,999,999,999,999,999,1,1,4,4,4,2,2,5,1,1,4,2,5,2,1,4,1,2,3,3,5,3,4,3,3,3,2,1,66,1,5,4,3,1,5,6,2,7,1,5,2,8,,,,,,,,,1,1,66,66,66,66,66,66,66,66,5,1,0,0,0,0,0,0,0,0,0,0,3,4,1,3,2,3,1,0,0,0,1,0,0,0,0,75,999,999,999,999,999,999,999,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
1172,神奈川県,横浜市神奈川区,14,3,1,66,66,66,66,66,66,1,2,2,3,3,2,3,1,2,3,1,6,60,30,50,30,50,30,50,30,60,30,50,2,3,2,3,3,3,3,2,3,4,3,3,2,3,3,2,3,2,2,3,3,3,4,4,3,3,3,1,66,1,1,5,6,3,2,4,1,7,2,3,4,5,,,,,,,,,1,2,1,3,1,2,2,2,5,8,4,0,0,1,0,0,0,0,1,0,0,0,2,1,2,2,2,3,1,0,0,0,0,0,0,0,1,75,25,50,25,50,25,50,25,3,1,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,
1173,神奈川県,横浜市神奈川区,14,3,1,66,66,66,66,66,66,1,4,4,3,5,5,3,4,5,66,66,66,50,50,50,0,50,70,50,50,30,50,0,1,4,2,5,4,1,2,5,3,3,3,1,1,1,3,1,1,5,5,1,2,5,4,5,4,1,4,1,66,2,66,2,3,1,6,5,4,7,2,1,2,6,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,神奈川県,横浜市神奈川区,14,3,1,66,66,66,66,66,66,99,4,2,5,3,4,3,4,3,66,66,66,50,0,50,0,0,0,0,0,50,0,50,3,3,1,1,3,3,2,2,3,1,2,2,2,1,4,3,4,4,5,1,3,3,1,1,5,3,3,11,1,2,66,1,2,3,4,5,6,7,1,2,3,1,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,神奈川県,横浜市神奈川区,14,3,2,4,2,1,2,3,6,4,4,3,3,3,4,3,4,2,2,8,4,50,0,0,50,50,50,50,35,50,50,0,3,3,3,1,4,3,4,2,1,4,3,99,3,1,3,4,3,4,3,2,2,1,4,5,3,3,2,1,66,2,66,7,6,2,4,5,3,1,2,3,3,5,,,,,,,,,1,2,3,1,3,2,2,6,5,7,3,0,1,0,0,0,0,0,0,0,0,1,3,1,3,1,3,3,1,0,1,0,0,0,0,0,0,50,0,50,50,0,0,50,0,2,1,3,3,1,5,1,3,3,3,3,3,5,4,4,3,3,3,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
1176,神奈川県,横浜市金沢区,14,1,2,4,1,1,2,1,7,4,3,2,4,4,4,4,2,2,3,9,1,50,30,10,70,20,20,20,20,50,20,0,2,5,3,5,3,3,2,2,2,3,4,2,2,1,4,1,3,3,3,2,2,4,2,5,4,4,2,4,66,1,3,3,4,5,2,7,1,6,2,4,2,5,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,神奈川県,横浜市金沢区,14,1,2,3,4,1,6,1,3,1,2,3,3,2,3,4,3,2,1,2,5,70,40,50,30,30,25,25,15,60,40,40,2,2,2,3,3,2,3,3,3,4,2,3,1,2,2,1,3,4,4,2,3,1,4,4,4,2,4,1,66,2,66,2,3,5,6,7,1,4,1,5,2,1,,,,,,,,,1,2,2,4,2,3,2,6,1,3,3,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,3,4,1,0,0,1,0,1,1,0,0,50,30,20,10,10,0,30,20,2,2,3,3,2,2,2,2,4,3,3,3,2,2,99,4,4,4,6,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
1180,神奈川県,横浜市金沢区,14,1,2,6,4,1,5,1,15,1,3,4,4,3,5,4,1,5,66,66,66,25,25,25,25,25,50,25,0,25,0,50,1,4,4,5,4,2,3,1,4,4,2,2,3,1,4,2,3,4,3,2,2,1,2,4,4,2,4,2,66,1,4,1,2,3,5,7,4,6,1,4,5,1,,,,,,,,,1,2,2,4,2,2,2,2,16,12,3,1,0,0,0,0,0,0,0,0,0,0,4,1,3,4,4,4,4,0,0,0,0,0,0,0,1,20,35,18,28,10,20,25,20,2,4,99,3,2,1,1,2,3,3,4,2,1,4,4,3,4,4,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,福祉,,,,,,
1182,神奈川県,横浜市金沢区,14,1,1,66,66,66,66,66,66,1,2,1,2,2,2,3,2,1,3,1,5,80,20,20,20,0,20,0,0,80,20,20,1,2,2,1,2,2,2,2,3,5,3,5,3,2,2,5,3,2,3,3,3,2,4,3,3,3,2,1,66,1,3,5,6,7,2,4,3,1,2,6,5,6,,,,,,,,,1,2,1,3,1,1,1,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,1,0,0,0,0,0,1,0,0,80,20,10,20,0,0,80,20,2,3,2,2,3,2,2,2,5,5,5,5,3,2,2,1,1,3,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,
1185,神奈川県,横浜市金沢区,14,1,1,66,66,66,66,66,66,1,3,4,4,4,5,4,4,5,66,66,66,25,30,50,10,50,0,50,0,10,0,50,1,1,1,1,1,3,3,5,1,1,99,3,1,99,1,1,3,5,3,3,2,1,5,1,5,2,4,11,1,1,1,1,6,2,3,4,5,7,1,2,5,1,,,,,,,,,1,2,1,1,1,3,3,5,10,13,4,0,0,0,0,0,0,1,1,1,0,0,4,4,3,5,5,5,2,0,0,0,0,0,0,0,1,60,50,55,10,15,5,30,25,2,3,2,99,5,1,3,2,4,2,5,1,3,3,4,4,5,4,6,2,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,4,5,9,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,
1186,神奈川県,横浜市金沢区,14,1,1,66,66,66,66,66,66,99,3,2,3,3,4,4,3,3,66,66,66,999,999,999,999,999,999,999,999,999,999,999,2,2,3,3,3,2,2,4,3,5,1,3,4,2,2,4,2,2,4,1,3,4,4,5,4,4,4,11,3,1,5,5,4,2,3,6,1,7,2,4,3,5,,,,,,,,,1,1,66,66,66,66,66,66,66,66,4,0,0,1,0,0,0,1,1,1,0,0,4,3,3,3,3,4,3,0,0,0,0,1,0,0,0,50,50,75,50,25,50,50,25,2,2,2,3,4,1,1,3,3,2,4,4,2,2,5,2,3,5,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
