"forlab.mean","neutral.forlab","oppose.forlab","year"
49.8783454987835,33.0900243309002,17.0316301703163,2019
35.9042553191489,50.9751773049645,13.1205673758865,2017
42.1195652173913,41.304347826087,16.5760869565217,2016
24.9552772808587,50.1788908765653,24.865831842576,2014
41.0628019323672,41.304347826087,17.6328502415459,2013
32.5681492109039,44.2611190817791,23.1707317073171,2012
39.9491094147583,44.0203562340967,16.030534351145,2010
50.5417956656347,33.359133126935,16.0990712074303,2009
